"","field_name","crop1","crop2","crop3","crop4","crop5","crop6","yield.1","output.1","fertcost.1","seedcost.1","herbcost.1","sundry.1","varcost.1","gmargin.1","fuelcost.1","labcost.1","opcost.1","grossprof.1","rotgrossprof.1","yield.2","output.2","fertcost.2","seedcost.2","herbcost.2","sundry.2","varcost.2","gmargin.2","fuelcost.2","labcost.2","opcost.2","grossprof.2","rotgrossprof.2","yield.3","output.3","fertcost.3","seedcost.3","herbcost.3","sundry.3","varcost.3","gmargin.3","fuelcost.3","labcost.3","opcost.3","grossprof.3","rotgrossprof.3","yield.4","output.4","fertcost.4","seedcost.4","herbcost.4","sundry.4","varcost.4","gmargin.4","fuelcost.4","labcost.4","opcost.4","grossprof.4","rotgrossprof.4","yield.5","output.5","fertcost.5","seedcost.5","herbcost.5","sundry.5","varcost.5","gmargin.5","fuelcost.5","labcost.5","opcost.5","grossprof.5","rotgrossprof.5","yield.6","output.6","fertcost.6","seedcost.6","herbcost.6","sundry.6","varcost.6","gmargin.6","fuelcost.6","labcost.6","opcost.6","grossprof.6","rotgrossprof.6","totalrotgrossprof"
"13","HD-HR.C.h","winterwheat","springbarley","springbeans","winterwheat","springbarley","wosr",9.02,1869.15,270.32,90,254.65,182,796.97,1072.18,145,74,219,853.18,142.2,5.3489,1236.62,166.4,76,37.69,151,431.09,805.53,141,72,213,592.53,98.75,4.43,1042.55,52.58,138.7,107.89,81,380.17,662.38,231,120,351,311.38,51.9,9.02,1869.15,270.32,90,240.07,182,782.39,1086.76,145,74,219,867.76,144.63,5.3489,1236.62,166.4,76,37.69,151,431.09,805.53,141,72,213,592.53,98.75,3.36,1348.6,197.22,23.49,74.1,192,486.81,861.79,169,87,256,605.79,100.97,637.2
"14","VD-HR.C.h","winterwheat","springbarley","springbeans","winterwheat","springbarley","wosr",9.02,1869.15,270.32,90,254.65,182,796.97,1072.18,145,74,219,853.18,142.2,5.3489,1236.62,166.4,76,37.69,151,431.09,805.53,141,72,213,592.53,98.75,4.43,1042.55,52.58,138.7,107.89,81,380.17,662.38,231,120,351,311.38,51.9,9.02,1869.15,270.32,90,240.07,182,782.39,1086.76,145,74,219,867.76,144.63,5.3489,1236.62,166.4,76,37.69,151,431.09,805.53,141,72,213,592.53,98.75,3.36,1348.6,197.22,23.49,74.1,192,486.81,861.79,169,87,256,605.79,100.97,637.2
"15","HD-HR.C.m","winterwheat","springbarley","springbeans","winterwheat","springbarley","wosr",7.99,1681.17,270.32,90,254.65,182,796.97,884.21,132,66,198,686.21,114.37,5.0552,1180.96,166.4,76,37.69,151,431.09,749.87,128,66,194,555.87,92.65,3.24,822.4,52.58,138.7,107.89,81,380.17,442.23,209,110,319,123.23,20.54,7.99,1681.17,270.32,90,240.07,182,782.39,898.79,132,66,198,700.79,116.8,5.0552,1180.96,166.4,76,37.69,151,431.09,749.87,128,66,194,555.87,92.65,2.86,1181.1,197.22,23.49,74.1,192,486.81,694.29,166,86,252,442.29,73.72,510.73
"16","VD-HR.C.m","winterwheat","springbarley","springbeans","winterwheat","springbarley","wosr",7.99,1681.17,270.32,90,254.65,182,796.97,884.21,132,66,198,686.21,114.37,5.0552,1180.96,166.4,76,37.69,151,431.09,749.87,128,66,194,555.87,92.65,3.24,822.4,52.58,138.7,107.89,81,380.17,442.23,209,110,319,123.23,20.54,7.99,1681.17,270.32,90,240.07,182,782.39,898.79,132,66,198,700.79,116.8,5.0552,1180.96,166.4,76,37.69,151,431.09,749.87,128,66,194,555.87,92.65,2.86,1181.1,197.22,23.49,74.1,192,486.81,694.29,166,86,252,442.29,73.72,510.73
"17","HD-HR.C.l","winterwheat","springbarley","driedpeas","winterwheat","springbarley","wosr",6.73,1451.23,214.32,86.4,254.65,182,737.37,713.86,118,60,178,535.86,89.31,4.7793,1128.68,166.4,76,37.69,151,431.09,697.59,116,60,176,521.59,86.93,4.36,1204,43.6,141,107.89,155,447.49,756.51,208,107,315,441.51,73.59,6.73,1451.23,214.32,86.4,240.07,182,722.79,728.44,118,60,178,550.44,91.74,4.7793,1128.68,166.4,76,37.69,151,431.09,697.59,116,60,176,521.59,86.93,2.37,1016.95,197.22,23.49,74.1,192,486.81,530.14,165,85,250,280.14,46.69,475.19
"18","VD-HR.C.l","winterwheat","springbarley","driedpeas","winterwheat","springbarley","wosr",6.73,1451.23,214.32,86.4,254.65,182,737.37,713.86,118,60,178,535.86,89.31,4.7793,1128.68,166.4,76,37.69,151,431.09,697.59,116,60,176,521.59,86.93,4.36,1204,43.6,141,107.89,155,447.49,756.51,208,107,315,441.51,73.59,6.73,1451.23,214.32,86.4,240.07,182,722.79,728.44,118,60,178,550.44,91.74,4.7793,1128.68,166.4,76,37.69,151,431.09,697.59,116,60,176,521.59,86.93,2.37,1016.95,197.22,23.49,74.1,192,486.81,530.14,165,85,250,280.14,46.69,475.19
"19","LD-HR.E.h","winterwheat","springbeans","winterwheat","winterbarley","wosr","winterwheat",9.01,1867.33,262.32,72,124.51,182,640.83,1226.5,129,65,194,1032.5,172.08,4.43,1042.55,52.58,115.9,129.85,81,379.33,663.22,241,125,366,297.22,49.54,9.01,1867.33,262.32,72,124.51,182,640.83,1226.5,129,65,194,1032.5,172.08,6.7106,1367.16,220.62,77.76,183.01,158,639.39,727.77,142,73,215,512.77,85.46,3.36,1348.6,197.22,23.49,60.45,192,473.16,875.44,160,82,242,633.44,105.57,9.01,1867.33,262.32,72,124.51,182,640.83,1226.5,143,73,216,1010.5,168.42,753.15
"20","MD-HR.E.h","winterwheat","springbeans","winterwheat","winterbarley","wosr","winterwheat",9.01,1867.33,262.32,72,124.51,182,640.83,1226.5,129,65,194,1032.5,172.08,4.43,1042.55,52.58,115.9,129.85,81,379.33,663.22,241,125,366,297.22,49.54,9.01,1867.33,262.32,72,124.51,182,640.83,1226.5,129,65,194,1032.5,172.08,6.7106,1367.16,220.62,77.76,183.01,158,639.39,727.77,142,73,215,512.77,85.46,3.36,1348.6,197.22,23.49,60.45,192,473.16,875.44,160,82,242,633.44,105.57,9.01,1867.33,262.32,72,124.51,182,640.83,1226.5,143,73,216,1010.5,168.42,753.15
"21","LD-HR.E.m","winterwheat","springbeans","winterwheat","winterbarley","wosr","winterwheat",7.98,1679.35,262.32,72,124.51,182,640.83,1038.52,115,58,173,865.52,144.25,3.24,822.4,52.58,115.9,129.85,81,379.33,443.07,217,113,330,113.07,18.85,7.98,1679.35,262.32,72,124.51,182,640.83,1038.52,115,58,173,865.52,144.25,5.9897,1244.24,220.62,77.76,183.01,158,639.39,604.85,129,66,195,409.85,68.31,2.86,1181.1,197.22,23.49,60.45,192,473.16,707.94,157,81,238,469.94,78.32,7.98,1679.35,262.32,72,124.51,182,640.83,1038.52,125,64,189,849.52,141.59,595.57
"22","MD-HR.E.m","winterwheat","springbeans","winterwheat","winterbarley","wosr","winterwheat",7.98,1679.35,262.32,72,124.51,182,640.83,1038.52,115,58,173,865.52,144.25,3.24,822.4,52.58,115.9,129.85,81,379.33,443.07,217,113,330,113.07,18.85,7.98,1679.35,262.32,72,124.51,182,640.83,1038.52,115,58,173,865.52,144.25,5.9897,1244.24,220.62,77.76,183.01,158,639.39,604.85,129,66,195,409.85,68.31,2.86,1181.1,197.22,23.49,60.45,192,473.16,707.94,157,81,238,469.94,78.32,7.98,1679.35,262.32,72,124.51,182,640.83,1038.52,125,64,189,849.52,141.59,595.57
"23","LD-HR.E.l","winterwheat","driedpeas","winterwheat","winterbarley","wosr","winterwheat",6.67,1440.28,206.32,72,124.51,182,584.83,855.45,102,52,154,701.45,116.91,4.36,1204,43.6,141,154.21,155,493.81,710.19,208,107,315,395.19,65.87,6.67,1440.28,206.32,72,124.51,182,584.83,855.45,102,52,154,701.45,116.91,5.2777,1122.85,220.62,77.76,183.01,158,639.39,483.46,115,59,174,309.46,51.58,2.37,1016.95,197.22,23.49,60.45,192,473.16,543.79,156,80,236,307.79,51.3,6.67,1440.28,206.32,72,124.51,182,584.83,855.45,108,55,163,692.45,115.41,517.98
"24","MD-HR.E.l","winterwheat","driedpeas","winterwheat","winterbarley","wosr","winterwheat",6.67,1440.28,206.32,72,124.51,182,584.83,855.45,102,52,154,701.45,116.91,4.36,1204,43.6,141,154.21,155,493.81,710.19,208,107,315,395.19,65.87,6.67,1440.28,206.32,72,124.51,182,584.83,855.45,102,52,154,701.45,116.91,5.2777,1122.85,220.62,77.76,183.01,158,639.39,483.46,115,59,174,309.46,51.58,2.37,1016.95,197.22,23.49,60.45,192,473.16,543.79,156,80,236,307.79,51.3,6.67,1440.28,206.32,72,124.51,182,584.83,855.45,108,55,163,692.45,115.41,517.98
"25","LD-HR.N.h","winterwheat","winterbarley","springbeans","winterwheat","winterbarley","springbeans",8.96,1858.2,246.32,72,186.21,182,686.53,1171.67,129,65,194,977.67,162.94,6.6839,1362.6,212.62,73.8,94.56,158,538.98,823.62,132,68,200,623.62,103.94,4.43,1042.55,52.58,115.9,109.18,81,358.66,683.88,201,103,304,379.88,63.31,8.96,1858.2,246.32,72,186.21,182,686.53,1171.67,129,65,194,977.67,162.94,6.6839,1362.6,212.62,73.8,94.56,158,538.98,823.62,132,68,200,623.62,103.94,4.43,1042.55,52.58,115.9,109.18,81,358.66,683.88,201,103,304,379.88,63.31,660.38
"26","MD-HR.N.h","winterwheat","winterbarley","springbeans","winterwheat","winterbarley","springbeans",8.96,1858.2,246.32,72,186.21,182,686.53,1171.67,129,65,194,977.67,162.94,6.6839,1362.6,212.62,73.8,94.56,158,538.98,823.62,132,68,200,623.62,103.94,4.43,1042.55,52.58,115.9,109.18,81,358.66,683.88,201,103,304,379.88,63.31,8.96,1858.2,246.32,72,186.21,182,686.53,1171.67,129,65,194,977.67,162.94,6.6839,1362.6,212.62,73.8,94.56,158,538.98,823.62,132,68,200,623.62,103.94,4.43,1042.55,52.58,115.9,109.18,81,358.66,683.88,201,103,304,379.88,63.31,660.38
"27","LD-HR.N.m","winterwheat","winterbarley","springbeans","winterwheat","winterbarley","springbeans",7.94,1672.05,246.32,72,186.21,182,686.53,985.52,115,58,173,812.52,135.42,5.9719,1241.21,212.62,73.8,94.56,158,538.98,702.23,119,61,180,522.23,87.04,3.24,822.4,52.58,115.9,109.18,81,358.66,463.74,184,95,279,184.74,30.79,7.94,1672.05,246.32,72,186.21,182,686.53,985.52,115,58,173,812.52,135.42,5.9719,1241.21,212.62,73.8,94.56,158,538.98,702.23,119,61,180,522.23,87.04,3.24,822.4,52.58,115.9,109.18,81,358.66,463.74,184,95,279,184.74,30.79,506.5
"28","MD-HR.N.m","winterwheat","winterbarley","springbeans","winterwheat","winterbarley","springbeans",7.94,1672.05,246.32,72,186.21,182,686.53,985.52,115,58,173,812.52,135.42,5.9719,1241.21,212.62,73.8,94.56,158,538.98,702.23,119,61,180,522.23,87.04,3.24,822.4,52.58,115.9,109.18,81,358.66,463.74,184,95,279,184.74,30.79,7.94,1672.05,246.32,72,186.21,182,686.53,985.52,115,58,173,812.52,135.42,5.9719,1241.21,212.62,73.8,94.56,158,538.98,702.23,119,61,180,522.23,87.04,3.24,822.4,52.58,115.9,109.18,81,358.66,463.74,184,95,279,184.74,30.79,506.5
"29","LD-HR.N.l","winterwheat","winterbarley","driedpeas","winterwheat","winterbarley","driedpeas",6.48,1405.6,190.32,72,186.21,182,630.53,775.07,100,51,151,624.07,104.01,5.251,1118.3,212.62,73.8,94.56,158,538.98,579.32,105,54,159,420.32,70.05,4.36,1204,43.6,141,131.61,155,471.21,732.79,187,96,283,449.79,74.96,6.48,1405.6,190.32,72,186.21,182,630.53,775.07,100,51,151,624.07,104.01,5.251,1118.3,212.62,73.8,94.56,158,538.98,579.32,105,54,159,420.32,70.05,4.36,1204,43.6,141,131.61,155,471.21,732.79,187,96,283,449.79,74.96,498.04
"30","MD-HR.N.l","winterwheat","winterbarley","driedpeas","winterwheat","winterbarley","driedpeas",6.48,1405.6,190.32,72,186.21,182,630.53,775.07,100,51,151,624.07,104.01,5.251,1118.3,212.62,73.8,94.56,158,538.98,579.32,105,54,159,420.32,70.05,4.36,1204,43.6,141,131.61,155,471.21,732.79,187,96,283,449.79,74.96,6.48,1405.6,190.32,72,186.21,182,630.53,775.07,100,51,151,624.07,104.01,5.251,1118.3,212.62,73.8,94.56,158,538.98,579.32,105,54,159,420.32,70.05,4.36,1204,43.6,141,131.61,155,471.21,732.79,187,96,283,449.79,74.96,498.04
"31","LD-HR.C.h","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",8.96,1858.2,246.32,72,67,182,567.32,1290.88,148,76,224,1066.88,177.81,4.9573,1162.41,134.4,76,27.24,151,388.64,773.77,124,63,187,586.77,97.79,3.36,1348.6,197.22,23.49,150.15,192,562.86,785.74,169,87,256,529.74,88.29,8.96,1858.2,246.32,72,67,182,567.32,1290.88,134,68,202,1088.88,181.48,4.9573,1162.41,134.4,76,27.24,151,388.64,773.77,124,63,187,586.77,97.79,3.36,1348.6,197.22,23.49,150.15,192,562.86,785.74,169,87,256,529.74,88.29,731.45
"32","MD-HR.C.h","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",8.96,1858.2,246.32,72,67,182,567.32,1290.88,148,76,224,1066.88,177.81,4.9573,1162.41,134.4,76,27.24,151,388.64,773.77,124,63,187,586.77,97.79,3.36,1348.6,197.22,23.49,150.15,192,562.86,785.74,169,87,256,529.74,88.29,8.96,1858.2,246.32,72,67,182,567.32,1290.88,134,68,202,1088.88,181.48,4.9573,1162.41,134.4,76,27.24,151,388.64,773.77,124,63,187,586.77,97.79,3.36,1348.6,197.22,23.49,150.15,192,562.86,785.74,169,87,256,529.74,88.29,731.45
"33","LD-HR.C.m","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",7.94,1672.05,246.32,72,67,182,567.32,1104.73,130,67,197,907.73,151.29,4.6903,1111.81,134.4,76,27.24,151,388.64,723.17,114,58,172,551.17,91.86,2.86,1181.1,197.22,23.49,150.15,192,562.86,618.24,166,86,252,366.24,61.04,7.94,1672.05,246.32,72,67,182,567.32,1104.73,120,61,181,923.73,153.96,4.6903,1111.81,134.4,76,27.24,151,388.64,723.17,114,58,172,551.17,91.86,2.86,1181.1,197.22,23.49,150.15,192,562.86,618.24,166,86,252,366.24,61.04,611.05
"34","MD-HR.C.m","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",7.94,1672.05,246.32,72,67,182,567.32,1104.73,130,67,197,907.73,151.29,4.6903,1111.81,134.4,76,27.24,151,388.64,723.17,114,58,172,551.17,91.86,2.86,1181.1,197.22,23.49,150.15,192,562.86,618.24,166,86,252,366.24,61.04,7.94,1672.05,246.32,72,67,182,567.32,1104.73,120,61,181,923.73,153.96,4.6903,1111.81,134.4,76,27.24,151,388.64,723.17,114,58,172,551.17,91.86,2.86,1181.1,197.22,23.49,150.15,192,562.86,618.24,166,86,252,366.24,61.04,611.05
"35","LD-HR.C.l","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",6.48,1405.6,190.32,72,67,182,511.32,894.28,111,57,168,726.28,121.05,4.4322,1062.9,134.4,76,27.24,151,388.64,674.26,105,53,158,516.26,86.04,2.37,1016.95,197.22,23.49,150.15,192,562.86,454.09,165,85,250,204.09,34.02,6.48,1405.6,190.32,72,67,182,511.32,894.28,105,54,159,735.28,122.55,4.4322,1062.9,134.4,76,27.24,151,388.64,674.26,105,53,158,516.26,86.04,2.37,1016.95,197.22,23.49,150.15,192,562.86,454.09,165,85,250,204.09,34.02,483.72
"36","MD-HR.C.l","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",6.48,1405.6,190.32,72,67,182,511.32,894.28,111,57,168,726.28,121.05,4.4322,1062.9,134.4,76,27.24,151,388.64,674.26,105,53,158,516.26,86.04,2.37,1016.95,197.22,23.49,150.15,192,562.86,454.09,165,85,250,204.09,34.02,6.48,1405.6,190.32,72,67,182,511.32,894.28,105,54,159,735.28,122.55,4.4322,1062.9,134.4,76,27.24,151,388.64,674.26,105,53,158,516.26,86.04,2.37,1016.95,197.22,23.49,150.15,192,562.86,454.09,165,85,250,204.09,34.02,483.72
"37","LD-LR.E.h","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",8.96,1858.2,246.32,72,107.22,182,607.54,1250.66,118,60,178,1072.66,178.78,3.36,1348.6,197.22,23.49,0,192,412.71,935.89,196,102,298,637.89,106.32,8.96,1858.2,246.32,72,107.22,182,607.54,1250.66,118,60,178,1072.66,178.78,7.616,1612.92,246.32,72,107.22,182,607.54,1005.38,118,60,178,827.38,137.9,3.36,1348.6,197.22,23.49,0,192,412.71,935.89,196,102,298,637.89,106.32,8.96,1858.2,246.32,72,107.22,182,607.54,1250.66,118,60,178,1072.66,178.78,886.88
"38","MD-LR.E.h","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",8.96,1858.2,246.32,72,107.22,182,607.54,1250.66,118,60,178,1072.66,178.78,3.36,1348.6,197.22,23.49,0,192,412.71,935.89,196,102,298,637.89,106.32,8.96,1858.2,246.32,72,107.22,182,607.54,1250.66,118,60,178,1072.66,178.78,7.616,1612.92,246.32,72,107.22,182,607.54,1005.38,118,60,178,827.38,137.9,3.36,1348.6,197.22,23.49,0,192,412.71,935.89,196,102,298,637.89,106.32,8.96,1858.2,246.32,72,107.22,182,607.54,1250.66,118,60,178,1072.66,178.78,886.88
"39","LD-LR.E.m","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",7.94,1672.05,246.32,72,107.22,182,607.54,1064.51,107,54,161,903.51,150.58,2.86,1181.1,197.22,23.49,0,192,412.71,768.39,180,94,274,494.39,82.4,7.94,1672.05,246.32,72,107.22,182,607.54,1064.51,107,54,161,903.51,150.58,6.749,1454.69,246.32,72,107.22,182,607.54,847.15,107,54,161,686.15,114.36,2.86,1181.1,197.22,23.49,0,192,412.71,768.39,180,94,274,494.39,82.4,7.94,1672.05,246.32,72,107.22,182,607.54,1064.51,107,54,161,903.51,150.58,730.9
"40","MD-LR.E.m","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",7.94,1672.05,246.32,72,107.22,182,607.54,1064.51,107,54,161,903.51,150.58,2.86,1181.1,197.22,23.49,0,192,412.71,768.39,180,94,274,494.39,82.4,7.94,1672.05,246.32,72,107.22,182,607.54,1064.51,107,54,161,903.51,150.58,6.749,1454.69,246.32,72,107.22,182,607.54,847.15,107,54,161,686.15,114.36,2.86,1181.1,197.22,23.49,0,192,412.71,768.39,180,94,274,494.39,82.4,7.94,1672.05,246.32,72,107.22,182,607.54,1064.51,107,54,161,903.51,150.58,730.9
"41","LD-LR.E.l","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",6.48,1405.6,190.32,72,107.22,182,551.54,854.06,95,48,143,711.06,118.51,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,6.48,1405.6,190.32,72,107.22,182,551.54,854.06,95,48,143,711.06,118.51,5.508,1228.21,190.32,72,107.22,182,551.54,676.67,95,48,143,533.67,88.94,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,6.48,1405.6,190.32,72,107.22,182,551.54,854.06,95,48,143,711.06,118.51,561.89
